,model,forecast_date,target,target_end_date,state,actual,quantile_0.025,quantile_0.975
1489,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Maine,58,53,68
1490,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Maine,72,63,88
1491,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Maine,84,72,109
1492,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Michigan,3021,2863,3206
1493,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Michigan,3673,3257,4183
1494,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Michigan,4213,3521,5096
1495,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Michigan,4665,3702,5947
1496,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Minnesota,195,174,221
1497,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Minnesota,261,209,331
1498,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Minnesota,319,234,433
1499,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Minnesota,368,252,527
1500,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Missouri,250,234,271
1501,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Missouri,310,269,367
1502,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Missouri,361,294,457
1503,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Missouri,405,311,545
1504,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Northern Mariana Islands,5,4,6
1505,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Northern Mariana Islands,9,8,11
1506,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Northern Mariana Islands,13,10,17
1507,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Northern Mariana Islands,16,13,22
1508,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Mississippi,209,197,225
1509,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Mississippi,259,226,301
1510,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Mississippi,303,247,375
1511,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Mississippi,342,262,448
1512,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Montana,13,13,14
1513,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Montana,18,16,21
1514,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Montana,23,19,28
1515,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Montana,27,22,35
1516,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,North Carolina,310,283,349
1517,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,North Carolina,433,358,549
1518,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,North Carolina,540,413,741
1519,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,North Carolina,634,451,920
1520,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,North Dakota,12,11,13
1521,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,North Dakota,16,14,18
1522,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,North Dakota,20,17,24
1523,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,North Dakota,23,20,29
1524,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Nebraska,40,39,42
1525,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Nebraska,50,46,55
1526,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Nebraska,60,52,68
1527,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Nebraska,68,57,80
1528,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,New Hampshire,54,50,63
1529,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,New Hampshire,70,58,91
1530,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,New Hampshire,84,65,117
1531,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,New Hampshire,97,71,142
1532,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,New Jersey,5685,5338,6072
1533,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,New Jersey,7096,6208,8115
1534,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,New Jersey,8235,6793,9938
1535,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,New Jersey,9151,7180,11548
1536,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,New Mexico,80,73,91
1537,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,New Mexico,109,89,138
1538,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,New Mexico,133,101,181
1539,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,New Mexico,153,108,219
1540,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Nevada,189,179,200
1541,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Nevada,227,200,257
1542,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Nevada,259,215,312
1543,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Nevada,288,227,365
1544,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,New York,21219,20602,22004
1545,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,New York,24161,22560,26264
1546,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,New York,26441,23841,29942
1547,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,New York,28209,24686,33099
1548,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Ohio,650,610,701
1549,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Ohio,828,719,964
1550,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Ohio,982,796,1218
1551,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Ohio,1118,852,1459
1552,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Oklahoma,172,163,185
1553,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Oklahoma,208,184,244
1554,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Oklahoma,239,200,302
1555,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Oklahoma,267,212,359
1556,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Oregon,93,84,107
1557,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Oregon,115,94,149
1558,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Oregon,133,101,187
1559,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Oregon,150,107,223
1560,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Pennsylvania,1825,1673,2050
1561,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Pennsylvania,2420,2001,3050
1562,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Pennsylvania,2912,2217,3983
1563,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Pennsylvania,3314,2359,4806
1564,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Puerto Rico,78,72,88
1565,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Puerto Rico,95,81,120
1566,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Puerto Rico,111,89,151
1567,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Puerto Rico,124,95,181
1568,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Rhode Island,233,209,266
1569,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Rhode Island,338,273,435
1570,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Rhode Island,430,319,594
1571,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Rhode Island,509,352,738
1572,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,South Carolina,149,139,161
1573,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,South Carolina,181,156,214
1574,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,South Carolina,208,170,265
1575,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,South Carolina,233,181,315
1576,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,South Dakota,12,10,15
1577,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,South Dakota,19,14,27
1578,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,South Dakota,26,18,38
1579,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,South Dakota,32,21,49
1580,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Tennessee,180,173,190
1581,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Tennessee,215,198,239
1582,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Tennessee,246,218,285
1583,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Tennessee,273,234,326
1584,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Texas,646,600,709
1585,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Texas,816,697,983
1586,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Texas,960,764,1241
1587,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Texas,1084,810,1481
1588,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Utah,36,33,40
1589,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Utah,46,39,57
1590,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Utah,56,44,74
1591,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Utah,65,49,91
1592,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Virginia,393,360,429
1593,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Virginia,510,424,602
1594,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Virginia,610,469,768
1595,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Virginia,695,501,924
1596,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Virgin Islands,4,4,5
1597,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Virgin Islands,6,6,7
1598,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Virgin Islands,9,7,10
1599,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Virgin Islands,11,9,12
1600,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Vermont,45,42,49
1601,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Vermont,53,47,63
1602,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Vermont,61,51,76
1603,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Vermont,68,55,89
1604,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Washington,711,684,746
1605,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Washington,788,724,876
1606,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Washington,847,749,992
1607,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Washington,895,766,1097
1608,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Wisconsin,276,262,295
1609,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Wisconsin,330,295,382
1610,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Wisconsin,375,318,466
1611,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Wisconsin,413,335,547
1612,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,West Virginia,34,31,39
1613,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,West Virginia,49,40,63
1614,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,West Virginia,63,48,87
1615,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,West Virginia,75,54,110
1616,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Wyoming,4,4,4
1617,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Wyoming,8,7,9
1618,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Wyoming,11,10,14
1619,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Wyoming,15,13,19
